,duration,budget,gross,year,month,roi_outlier_ind
4664,103,18000000,11124511,1992,7,False
4665,97,18000000,74189677,1993,11,False
4666,89,18000000,1640220,1993,11,False
4667,76,18000000,89140058,1993,12,False
4668,101,18000000,31181347,1993,8,False
4669,107,18000000,7355425,1994,5,False
4670,127,18000000,5887457,1994,5,False
4671,115,18000000,50083616,1994,3,False
4672,133,18000000,11300653,1994,3,False
4673,112,18000000,1781465,1995,5,False
4674,78,18000000,35348597,1995,6,False
4676,242,18000000,4770222,1996,3,False
4677,81,18000000,26960191,1996,8,False
4678,117,18000000,2821671,1996,2,False
4680,88,18000000,31480418,1997,8,False
4681,112,18000000,8038061,1997,10,False
4682,100,18000000,7281450,1997,9,False
4683,98,18000000,3330352,1997,8,False
4684,130,18000000,10019109,1998,11,False
4686,118,18000000,3548556,2000,3,False
4687,93,18000000,13578186,2001,4,False
4688,103,18000000,1073198,2002,6,False
4690,82,18000000,43325009,2002,8,False
4691,117,18000000,25038466,2007,3,False
4692,96,18000000,1346475,2002,5,False
4693,95,18000000,101564935,2003,9,False
4694,108,18000000,13585075,2003,10,False
4695,94,18000000,62228395,2003,4,False
4696,88,18000000,45490616,2003,5,False
4697,113,18000000,58878723,2003,5,False
4698,104,18000000,14339171,2004,6,False
4699,103,18000000,92884429,2005,1,False
4700,105,18000000,1831348,2006,3,False
4701,90,18000000,19651093,2009,1,False
4702,126,18000000,26527510,2007,5,False
4703,153,18000000,3473290,2005,9,False
4704,100,18000000,46201432,2005,3,False
4705,110,18000000,25116,2006,10,False
4706,108,18000000,2520835,2006,10,False
4708,89,18000000,68844775,2006,7,False
4709,115,18000000,1220058,2006,5,False
4710,112,18000000,20554320,2009,5,False
4711,98,18000000,382174,2008,4,False
4712,126,18000000,57470220,2007,10,False
4713,96,18000000,12764201,2009,2,False
4714,109,18000000,36088028,2009,8,False
4715,127,18000000,37472507,2009,11,False
4716,107,18000000,77211836,2009,10,False
4717,114,18000000,4748432,2009,4,False
4718,114,18000000,25740863,2008,4,False
4719,102,18000000,15821907,2009,7,False
4720,93,18000000,1289595,2014,8,False
4721,144,18000000,19319671,2009,10,False
4722,86,18000000,26973554,2009,4,False
4723,98,18000000,231819,2010,5,False
4724,91,18000000,491154,2014,8,False
4725,109,18000000,33766787,2019,11,False
4726,132,18000000,104731450,2010,12,False
4727,94,18000000,60738797,2010,2,False
4728,112,18000000,47120948,2011,4,False
4729,121,18000000,3807134,2011,9,False
4730,98,18000000,1197759,2013,3,False
4731,111,18000000,20275812,2013,1,False
4733,116,18000000,24174885,2013,9,False
4734,90,18000000,11806432,2013,8,False
4735,93,18000000,7975812,2013,10,False
4736,98,18000000,99104804,2013,12,False
4737,94,18000000,25419147,2014,7,False
4738,119,18000000,103215094,2014,2,False
4739,112,18000000,6740647,2016,4,False
4740,117,18000000,41681746,2017,2,False
4741,92,18000000,228631,2016,4,False
4742,112,18000000,4536348,2017,4,False
4743,101,18000000,41325328,2015,9,False
4744,94,18000000,90632641,2016,3,False
4745,123,18000000,1049275,2020,7,False
4746,97,18000000,3895,2018,9,False
4747,110,18000000,10495305,2015,12,False
4748,110,18000000,40656399,2017,4,False
4749,85,18000000,7162,2015,10,False
4750,90,18000000,182415,2017,7,False
4751,93,18000000,12944,2017,9,False
4752,80,18000000,19396,2019,9,False
4753,95,18000000,65208,2018,5,False
4754,96,18000000,80708134,2019,3,False
4755,132,18000000,47794115,2019,3,False
4756,159,18026148,7934787,2015,4,False
4758,118,18500000,10680275,1998,2,False
4759,111,18500000,7330338,2016,3,False
4760,100,18500000,32406507,2009,10,False
4761,119,18500000,15291827,2016,4,False
4762,110,18500000,46154323,2017,1,False
4763,137,18600000,333686,2019,12,False
4764,91,19000000,40996665,1986,8,False
4765,101,19000000,2228951,1987,7,False
4766,127,19000000,25816139,1988,1,False
4767,95,19000000,8247943,1988,6,False
4768,97,19000000,11005304,1988,2,False
4769,101,19000000,25537221,1988,6,False
4770,104,19000000,18254702,1989,2,False
4771,117,19000000,29237250,1989,11,False
4772,122,19000000,12143484,1989,5,False
4773,113,19000000,110879513,1989,12,False
4774,97,19000000,1372350,1990,1,False
4775,136,19000000,4011793,1990,2,False
4776,137,19000000,10005969,1990,8,False
4779,96,19000000,939277,1991,5,False
4780,142,19000000,112547,1993,5,False
4781,97,19000000,11081586,1993,5,False
4782,92,19000000,2119994,1993,11,False
4783,90,19000000,7408745,1994,4,False
4785,117,19000000,4005941,1995,2,False
4786,108,19000000,25836616,1996,1,False
4787,116,19000000,1356828,1996,5,False
4788,94,19000000,5107669,1996,6,False
4789,125,19000000,6682098,1997,10,False
4790,89,19000000,8165212,1998,1,False
4792,85,19000000,19748009,2000,7,False
4794,115,19000000,32801173,2002,2,False
4795,85,19000000,39267515,2003,8,False
4796,95,19000000,70067909,2004,8,False
4797,95,19000000,73029190,2004,7,False
4798,90,19000000,107516369,2005,8,False
4800,114,19000000,34612443,2007,4,False
4801,85,19000000,35442935,2007,7,False
4802,118,19000000,83850267,2006,11,False
4803,141,19000000,68673228,2006,2,False
4804,97,19000000,91509154,2009,2,False
4805,131,19000000,76586316,2013,3,False
4806,101,19000000,49843011,2010,11,False
4807,113,19000000,3676533,2009,6,False
4808,129,19000000,2326023,2008,10,False
4809,109,19000000,18755936,2008,8,False
4810,100,19000000,32686500,2010,4,False
4811,90,19000000,36192775,2011,11,False
4812,115,19000000,5578519,2014,9,False
4814,109,19000000,45158254,2017,11,False
4815,96,19000000,85251425,2016,6,False
4817,135,19000000,50023780,2019,1,False
4818,85,19000000,5103663,2018,6,False
4819,103,19000000,46664414,2018,6,False
4820,110,19000000,33705333,2018,11,False
4821,109,19100000,5728213,2011,9,False
4822,102,19200000,3342223,1994,10,False
4823,106,19250000,8112712,2004,1,False
4824,120,19300000,566611,2005,10,False
4825,125,19400000,26910847,2006,2,False
4827,111,19500000,34854990,2015,11,False
4828,105,19500000,10558285,2017,7,False
4829,131,19800000,87754044,2001,3,False
4830,103,19800000,41296320,2014,11,False
4831,105,19897678,1744164,1987,12,False
4832,105,20000000,22905522,1986,3,False
4833,108,20000000,25314189,1986,10,False
4834,133,20000000,67331309,1987,4,False
4835,106,20000000,66673516,1987,3,False
4836,123,20000000,57041866,1988,4,False
4837,106,20000000,51684798,1988,7,False
4838,98,20000000,11798302,1988,7,False
4840,120,20000000,17637950,1988,9,False
4841,148,20000000,139796,1988,9,False
4842,103,20000000,11444204,1988,6,False
4843,105,20000000,13854000,1988,4,False
4844,106,20000000,16031707,1988,2,False
4845,117,20000000,2420917,1989,2,False
4846,94,20000000,7237794,1989,10,False
4847,124,20000000,126297830,1989,8,False
4848,106,20000000,10555348,1989,5,False
4849,104,20000000,21413502,1990,7,False
4851,105,20000000,86024005,1990,4,False
4852,110,20000000,35419397,1990,12,False
4853,107,20000000,61276872,1990,3,False
4854,110,20000000,15379253,1990,10,False
4855,104,20000000,44143410,1990,8,False
4856,93,20000000,38037513,1991,7,False
4857,119,20000000,21413105,1990,10,False
4858,111,20000000,418807,1991,3,False
4859,101,20000000,9223441,1992,3,False
4860,108,20000000,10555619,1992,10,False
4861,112,20000000,4943279,1992,3,False
4862,124,20000000,11390479,1992,4,False
4863,105,20000000,6202756,1992,3,False
4866,107,20000000,46405336,1993,10,False
4867,104,20000000,35739755,1993,7,False
4868,93,20000000,11585483,1993,7,False
4869,93,20000000,11798854,1994,5,False
4870,98,20000000,13383747,1994,2,False
4871,94,20000000,2308390,1994,9,False
4872,96,20000000,27058304,1994,3,False
4873,101,20000000,37939757,1994,1,False
4874,107,20000000,19306362,1994,10,False
4875,118,20000000,15339030,1994,8,False
4876,110,20000000,39491975,1994,1,False
4877,107,20000000,305070,1994,3,False
4878,123,20000000,32051917,1995,4,False
4879,105,20000000,7563728,1995,9,False
4880,103,20000000,17519169,1995,3,False
4881,95,20000000,66433194,1995,9,False
4882,108,20000000,5711695,1995,5,False
4883,106,20000000,21284514,1995,9,False
4884,100,20000000,19751736,1995,5,False
4885,102,20000000,50008143,1995,11,False
4886,101,20000000,9759200,1996,1,False
4887,101,20000000,26877589,1996,5,False
4888,93,20000000,18937262,1996,8,False
4889,119,20000000,5727130,1997,7,False
4891,96,20000000,10686841,1997,2,False
4892,101,20000000,14515490,1997,5,False
4893,109,20000000,29481428,1997,5,False
4894,102,20000000,1940299,1998,5,False
4895,95,20000000,6112613,1997,8,False
4896,127,20000000,35281794,1997,3,False
4897,94,20000000,13717039,1997,6,False
4898,119,20000000,23875127,1998,8,False
4899,124,20000000,39278722,1998,6,False
4900,100,20000000,15610299,1998,2,False
4901,83,20000000,2172941,1998,8,False
4902,108,20000000,20308772,1998,10,False
4903,108,20000000,30147739,1998,8,False
4904,102,20000000,28451622,1999,9,False
4905,98,20000000,10570375,1999,6,False
4906,121,20000000,3970078,1998,4,False
4907,90,20000000,9257103,1998,11,False
4908,88,20000000,9041804,1999,11,False
4909,124,20000000,27728118,2000,4,False
4910,111,20000000,64828421,2008,2,False
4911,126,20000000,22428990,2000,5,False
4912,98,20000000,18404706,2000,7,False
4913,107,20000000,5368217,2002,7,False
4914,116,20000000,18916623,2001,11,False
4915,121,20000000,5323109,2001,6,False
4916,108,20000000,422832,2001,3,False
4917,92,20000000,44617342,2003,7,False
4918,84,20000000,1675706,2003,8,False
4919,88,20000000,9448644,2004,8,False
4920,93,20000000,31283740,2001,12,False
4921,72,20000000,115121981,2002,9,False
4922,96,20000000,14946150,2002,8,False
4924,94,20000000,15020293,2002,4,False
4925,91,20000000,68349884,2002,4,False
4926,103,20000000,2262168,2002,8,False
4927,101,20000000,17432163,2003,3,False
4928,118,20000000,57588485,2002,12,False
4929,100,20000000,8564586,2003,7,False
4930,114,20000000,9324931,2003,2,False
4931,117,20000000,71406573,2003,8,False
4932,124,20000000,60427839,2003,1,False
4934,100,20000000,23925492,2004,12,False
4935,108,20000000,74036715,2004,10,False
4936,84,20000000,16796512,2004,7,False
4937,96,20000000,1039526,2004,10,False
4938,101,20000000,388998,2005,8,False
4939,107,20000000,20094909,2004,6,False
4940,89,20000000,67192859,2005,7,False
4941,92,20000000,52456,2004,11,False
4943,93,20000000,13939963,2006,2,False
4944,97,20000000,70992898,2004,1,False
4945,135,20000000,11792542,2007,9,False
4946,99,20000000,12693645,2005,7,False
4947,99,20000000,104882445,2004,5,False
4948,120,20000000,2707913,2004,4,False
4949,100,20000000,14189860,2005,2,False
4950,124,20000000,4658401,2008,6,False
4951,90,20000000,1012639,2006,7,False
4952,100,20000000,29266490,2004,11,False
4953,68,20000000,52858433,2005,3,False
4954,134,20000000,13451186,2008,6,False
4955,103,20000000,27876417,2005,1,False
4956,136,20000000,21573338,2006,11,False
4957,128,20000000,75011029,2007,3,False
4958,92,20000000,22165608,2006,6,False
4959,109,20000000,66476363,2008,4,False
4960,123,20000000,13728450,2006,10,False
4961,98,20000000,51417188,2009,3,False
4962,102,20000000,70711175,2006,11,False
4963,115,20000000,15852401,2006,9,False
4964,105,20000000,57194667,2006,3,False
4965,101,20000000,54806823,2010,4,False
4966,89,20000000,22382047,2007,3,False
4967,84,20000000,10337477,2007,1,False
4968,83,20000000,85749034,2006,6,False
4969,105,20000000,21170563,2006,3,False
4970,97,20000000,8396245,2007,4,False
4971,122,20000000,44420167,2009,7,False
4972,97,20000000,37598767,2006,2,False
4973,96,20000000,84297309,2007,9,False
4974,99,20000000,30666930,2007,8,False
4975,87,20000000,45847751,2008,6,False
4976,97,20000000,4627375,2011,4,False
4977,115,20000000,42472472,2006,5,False
4978,105,20000000,118114220,2007,8,False
4979,106,20000000,47817020,2007,11,False
4980,87,20000000,6964734,2008,2,False
4981,95,20000000,7651640,2007,8,False
4982,124,20000000,22242388,2007,8,False
4983,107,20000000,7965682,2007,10,False
4984,126,20000000,29667169,2006,6,False
4985,85,20000000,27450189,2006,2,False
4986,106,20000000,30426096,2011,11,False
4987,108,20000000,6819587,2007,11,False
4988,120,20000000,48443734,2007,10,False
4989,116,20000000,3364426,2019,4,False
4990,84,20000000,13539154,2007,8,False
4991,113,20000000,25000167,2007,5,False
4992,88,20000000,78378744,2013,4,False
4993,102,20000000,30579406,2008,5,False
4994,86,20000000,87238158,2007,4,False
4995,115,20000000,27712362,2008,1,False
4996,110,20000000,26013153,2007,6,False
4997,105,20000000,16974459,2007,8,False
4998,141,20000000,47919757,2006,11,False
4999,101,20000000,31198531,2009,4,False
5000,104,20000000,49779728,2010,6,False
5002,96,20000000,5812781,2007,12,False
5003,114,20000000,5530764,2008,6,False
5004,90,20000000,2405815,2009,2,False
5005,88,20000000,22942221,2009,2,False
5006,104,20000000,51699984,2008,1,False
5007,88,20000000,57197876,2008,7,False
5008,95,20000000,55362705,2012,10,False
5009,110,20000000,44655002,2008,10,False
5011,111,20000000,12225023,2009,9,False
5012,102,20000000,27090159,2008,7,False
5013,128,20000000,54589558,2008,1,False
5014,108,20000000,5782515,2010,3,False
5016,90,20000000,1246516,2008,9,False
5017,128,20000000,66787908,2014,2,False
5018,113,20000000,41627431,2008,11,False
5019,98,20000000,21972336,2008,8,False
5021,152,20000000,7942093,2018,1,False
5022,101,20000000,41624687,2008,6,False
5023,119,20000000,4802953,2008,8,False
5024,109,20000000,39782683,2011,7,False
5025,107,20000000,5642478,2008,11,False
5026,90,20000000,18599102,2009,2,False
5027,90,20000000,96008,2009,7,False
5028,96,20000000,34572541,2009,4,False
5029,134,20000000,1484665,2009,6,False
5030,142,20000000,38231562,2008,8,False
5031,139,20000000,29502213,2009,1,False
5032,83,20000000,7013191,2008,10,False
5033,108,20000000,73830347,2009,7,False
5034,90,20000000,50507267,2010,9,False
5035,87,20000000,34816824,2008,10,False
5036,109,20000000,46089287,2013,9,False
5037,113,20000000,45636368,2010,9,False
5038,116,20000000,27093592,2010,9,False
5039,112,20000000,636399,2012,7,False
5040,105,20000000,754301,2009,8,False
5042,108,20000000,89137047,2010,4,False
5043,91,20000000,6742156,2011,3,False
5044,93,20000000,16863583,2012,5,False
5045,121,20000000,60673972,2010,4,False
5046,105,20000000,32054369,2010,7,False
5047,115,20000000,3481371,2010,2,False
5048,105,20000000,67876281,2010,9,False
5049,114,20000000,1647416,2014,12,False
5052,85,20000000,27187375,2013,2,False
5053,83,20000000,34428345,2012,2,False
5054,88,20000000,1065907,2012,8,False
5055,110,20000000,16549477,2013,12,False
5056,91,20000000,15691640,2011,6,False
5057,96,20000000,8826837,2012,6,False
5058,92,20000000,47340586,2013,2,False
5059,95,20000000,32948113,2012,7,False
5060,116,20000000,7942116,2012,10,False
5061,82,20000000,80547866,2010,9,False
5062,115,20000000,23177948,2016,4,False
5063,127,20000000,26152835,2017,11,False
5064,85,20000000,2140476,2011,10,False
5065,111,20000000,4978353,2016,8,False
5066,148,20000000,14710975,2014,2,False
5067,120,20000000,14880939,2016,5,False
5068,106,20000000,17572289,2015,4,False
5069,102,20000000,713616,2012,2,False
5070,100,20000000,12671109,2013,9,False
5071,129,20000000,98690254,2015,2,False
5072,101,20000000,24261569,2013,8,False
5073,107,20000000,17496820,2013,11,False
5075,102,20000000,12756500,2013,4,False
5076,122,20000000,20778906,2015,7,False
5077,97,20000000,100375432,2014,7,False
5078,91,20000000,348807,2012,11,False
5079,140,20000000,81387479,2014,12,False
5080,114,20000000,66899242,2012,6,False
5081,104,20000000,34718173,2014,6,False
5082,109,20000000,10821453,2019,12,False
5083,92,20000000,14857808,2016,7,False
5084,113,20000000,5090852,2015,10,False
5085,101,20000000,36606743,2015,11,False
5087,133,20000000,25975621,2016,3,False
5088,110,20000000,3396345,2014,11,False
5089,96,20000000,38659039,2016,2,False
5091,93,20000000,118263,2014,5,False
5092,109,20000000,9995692,2017,10,False
5093,94,20000000,13385737,2016,6,False
5094,132,20000000,96942115,2017,3,False
5095,101,20000000,86081711,2014,1,False
5096,99,20000000,2075731,2015,3,False
5097,125,20000000,12007070,2014,2,False
5098,107,20000000,46432579,2016,3,False
5099,96,20000000,3839100,2015,5,False
5100,112,20000000,9090040,2019,9,False
5101,111,20000000,43967255,2015,6,False
5102,118,20000000,39178695,2014,4,False
5103,111,20000000,55030051,2016,4,False
5104,118,20000000,2246000,2015,11,False
5105,87,20000000,9680029,2016,6,False
5106,100,20000000,50721,2016,10,False
5107,83,20000000,725,2018,3,False
5108,86,20000000,84315669,2017,11,False
5110,92,20000000,2889160,2015,10,False
5111,120,20000000,38673750,2018,3,False
5112,101,20000000,47347283,2017,7,False
5113,93,20000000,53306108,2016,9,False
5114,117,20000000,6926443,2018,4,False
5115,104,20000000,1472770,2018,9,False
5116,106,20000000,11255,2018,10,False
5117,100,20000000,1197741,2018,5,False
5118,104,20000000,3916195,2017,10,False
5120,96,20000000,538719,2019,10,False
5121,164,20000000,39570044,2018,11,False
5122,120,20000000,46403669,2018,3,False
5123,90,20000000,1340799,2018,8,False
5124,90,20000000,11896343,2018,1,False
5127,85,20000000,4348198,2018,4,False
5128,110,20000000,1940234,2019,8,False
5129,117,20000000,97644617,2018,12,False
5130,109,20000000,74747725,2019,3,False
5131,90,20000000,111037232,2019,9,False
5132,117,20000000,72216294,2019,2,False
5133,103,20000000,1157057,2018,4,False
5134,109,20000000,48987096,2019,7,False
5135,161,20470000,87320000,2017,12,False
5136,90,20500000,29907685,2006,9,False
5137,109,20500000,7029095,2012,5,False
5138,110,21000000,12526677,1993,5,False
5140,96,21000000,42273609,1993,3,False
5141,115,21000000,23440188,1995,4,False
5142,96,21000000,13583690,1998,10,False
5143,112,21000000,6620242,2000,11,False
5144,102,21000000,17650,1999,7,False
5145,104,21000000,17762705,1999,3,False
5146,81,21000000,83137603,1999,5,False
5147,117,21000000,10011050,2002,2,False
5148,109,21000000,28008462,2001,6,False
5149,115,21000000,3203,2000,12,False
5150,110,21000000,71441250,2001,3,False
5151,92,21000000,43928932,2002,7,False
5152,145,21000000,26768563,2006,2,False
5153,87,21000000,7563172,2006,9,False
5154,112,21000000,8332427,2007,2,False
5155,123,21000000,43095175,2007,1,False
5156,117,21000000,55033767,2007,3,False
5157,100,21000000,16443609,2009,11,False
5158,101,21000000,113118226,2019,5,False
5159,120,21000000,17635397,2008,8,False
5161,93,21000000,95055451,2019,5,False
5162,92,21000000,49050886,2010,7,False
5163,91,21000000,7294800,2011,5,False
5164,95,21000000,34814102,2017,8,False
5165,100,21000000,72526996,2011,3,False
5166,90,21000000,943502,2014,3,False
5167,98,21000000,2424381,2014,5,False
5168,102,21000000,94017294,2018,5,False
5169,93,21000000,400900,2019,1,False
5170,107,21000000,1472195,2020,7,False
5171,93,21000000,43368,2017,4,False
5172,111,21000000,66558465,2017,10,False
5173,154,21000000,67179155,2019,10,False
5174,92,21150000,39438674,2001,8,False
5175,110,21400000,10898998,2017,1,False
5176,101,21500000,22313201,1996,12,False
5177,99,21500000,6817535,2016,2,False
5178,135,21500000,45221814,2020,1,False
5179,123,21800000,22997992,1990,12,False
5180,96,21800000,716580,2010,8,False
5181,82,21800000,4151851,2010,5,False
5182,96,22000000,11307844,1987,9,False
5183,106,22000000,17336370,1987,9,False
5184,118,22000000,63766510,1987,10,False
5185,127,22000000,12638294,1988,5,False
5186,129,22000000,61149479,1988,2,False
5187,91,22000000,17550399,1988,5,False
5188,117,22000000,13825794,1988,6,False
5189,120,22000000,19131246,1989,12,False
5190,109,22000000,53208180,1990,7,False
5192,85,22000000,14760451,1990,8,False
5194,101,22000000,39071603,1990,9,False
5196,98,22000000,11511031,1991,1,False
5197,84,22000000,11000863,1991,10,False
5198,121,22000000,17287898,1993,1,False
5199,96,22000000,10340263,1993,11,False
5200,111,22000000,104942695,1993,8,False
5201,104,22000000,10696210,1993,8,False
5203,131,22000000,25842377,1993,11,False
5205,114,22000000,110627965,1995,1,False
5206,108,22000000,12096881,1995,3,False
5207,98,22000000,9418365,1995,9,False
5208,101,22000000,1094668,1996,1,False
5209,112,22000000,7138523,1996,11,False
5210,107,22000000,25143818,1996,5,False
5211,104,22000000,5271666,2001,11,False
5212,142,22000000,19288130,1999,11,False
5213,87,22000000,19900366,2001,7,False
5214,90,22000000,26086706,2001,5,False
5215,111,22000000,2154571,2001,9,False
5216,104,22000000,33788161,2001,6,False
5217,104,22000000,6047691,2001,9,False
5218,127,22000000,80693537,2002,7,False
5219,100,22000000,5484302,2002,11,False
5220,132,22000000,97818139,2001,3,False
5221,139,22000000,68296293,2003,3,False
5222,121,22000000,95708457,2003,1,False
5223,96,22000000,21513434,2004,7,False
5224,111,22000000,37666766,2004,8,False
5225,126,22000000,10870198,2004,6,False
5226,83,22000000,45109561,2005,8,False
5227,102,22000000,19126398,2005,3,False
5228,105,22000000,67937494,2005,2,False
5229,108,22000000,57479076,2005,1,False
5230,87,22000000,33683200,2007,9,False
5231,116,22000000,17709155,2005,1,False
5232,97,22000000,413454,2007,4,False
5233,106,22000000,63647656,2016,3,False
5235,104,22000000,26412163,2008,1,False
5236,108,22000000,25806953,2010,10,False
5237,114,22000000,27675014,2008,8,False
5238,124,22000000,39143985,2008,10,False
5239,108,22000000,41771168,2009,9,False
5240,108,22000000,17280326,2009,7,False
5241,112,22000000,3205167,2010,2,False
5242,98,22000000,36015260,2010,12,False
5243,111,22000000,5668356,2009,12,False
5244,116,22000000,15661554,2013,8,False
5245,125,22000000,4501039,2010,1,False
5246,105,22000000,10300416,2010,10,False
5247,141,22000000,33672515,2011,4,False
5248,106,22000000,32768940,2013,5,False
5249,92,22000000,17669776,2014,9,False
5251,91,22000000,61459425,2011,11,False
5252,94,22000000,77229695,2012,8,False
5253,100,22000000,48449416,2013,11,False
5254,122,22000000,89514453,2014,10,False
5255,138,22000000,70829270,2014,2,False
5256,91,22000000,41087017,2017,6,False
5257,95,22000000,40521387,2014,1,False
5258,82,22000000,8522,2015,5,False
5259,119,22000000,43892362,2017,4,False
5260,91,22000000,7634022,2017,12,False
5262,122,22000000,13025860,2017,5,False
5263,91,22000000,40140972,2017,8,False
5264,93,22000000,3738618,2018,3,False
5265,113,22000000,115171795,2019,1,False
5266,116,22400000,5587709,2015,10,False
5267,91,22400000,10857,2016,6,False
5268,113,22500000,18671317,1989,1,False
5269,111,22500000,38176317,2014,1,False
5270,116,22500000,30311857,2016,11,False
5271,96,22700000,38119483,1987,1,False
5272,89,23000000,51881013,1987,12,False
5273,115,23000000,41292551,1988,4,False
5274,110,23000000,19652638,1988,12,False
5275,107,23000000,27441977,1990,9,False
5276,104,23000000,5820015,1990,6,False
5277,158,23000000,829625,1991,9,False
5278,98,23000000,7434726,1991,8,False
5279,104,23000000,20246790,1991,7,False
5280,85,23000000,86930411,1991,10,False
5281,102,23000000,36299898,1992,7,False
5282,102,23000000,50693129,1994,9,False
5283,82,23000000,67308282,1994,4,False
5285,100,23000000,5750110,1995,10,False
5287,143,23000000,106269971,1995,1,False
5288,109,23000000,11829959,1996,3,False
5289,98,23000000,12803305,1996,4,False
5291,91,23000000,26875268,1998,9,False
5293,109,23000000,53187659,2000,11,False
5294,114,23000000,23631929,1999,5,False
5295,102,23000000,10827816,1999,2,False
5296,98,23000000,112880294,2000,8,False
5297,122,23000000,22844291,2000,9,False
5298,97,23000000,36642838,2001,6,False
5299,141,23000000,19463185,2004,3,False
5300,97,23000000,38689940,2001,6,False
5301,82,23000000,44460850,2001,6,False
5302,92,23000000,76488889,2003,11,False
5303,101,23000000,12313323,2004,5,False
5304,118,23000000,8447615,2004,11,False
5305,93,23000000,38623262,2006,8,False
5306,114,23000000,7550073,2011,3,False
5307,101,23000000,79799880,2015,5,False
5308,91,23000000,537474,2020,6,False
5309,105,23000000,50812934,2009,5,False
5310,106,23000000,46152800,2015,6,False
5311,94,23000000,11767866,2008,8,False
5312,100,23000000,9368242,2009,8,False
5313,118,23000000,13352609,2013,12,False
5314,93,23000000,34513760,2011,2,False
5315,94,23000000,149184563,2010,10,False
5316,126,23000000,48517427,2013,3,False
5317,144,23000000,4670432,2011,9,False
5318,133,23000000,34934009,2018,3,False
5319,119,23000000,58815633,2017,4,False
5320,117,23000000,22757764,2017,4,False
5322,118,23500000,1449091,2007,12,False
5323,88,23600000,102392080,2009,10,False
5324,85,24000000,4615255,1987,12,False
5325,91,24000000,43455230,1988,6,False
5326,109,24000000,22099847,1989,12,False
5327,112,24000000,2319124,1990,9,False
5328,137,24000000,41895491,1991,10,False
5329,122,24000000,83531958,1991,11,False
5330,90,24000000,22518097,1992,5,False
5331,76,24000000,32710894,1992,12,False
5332,90,24000000,608866,1992,12,False
5333,102,24000000,50236831,1994,5,False
5335,94,24000000,4422380,1996,3,False
5336,118,24000000,1141556,1995,2,False
5337,102,24000000,2642983,1997,10,False
5339,93,24000000,4356216,1998,8,False
5340,115,24000000,36609995,2000,6,False
5341,126,24000000,88545092,1999,3,False
5342,79,24000000,140894675,1998,4,False
5343,115,24000000,924036,2000,6,False
5344,87,24000000,22323612,1999,6,False
5345,105,24000000,5280035,2000,7,False
5346,90,24000000,12591270,2000,8,False
5347,124,24000000,8678812,1999,2,False
5348,84,24000000,13743212,2000,10,False
5349,107,24000000,12452362,2000,6,False
5350,88,24000000,31603059,2001,7,False
5351,89,24000000,14782676,2001,6,False
5352,88,24000000,87135520,2003,8,False
5353,110,24000000,23510621,2003,8,False
5355,120,24000000,1910546,2004,12,False
5356,100,24000000,2724303,2006,11,False
5357,88,24000000,83188165,2010,3,False
5358,100,24000000,101276318,2007,12,False
5359,97,24000000,9576495,2007,1,False
5360,102,24000000,155929020,2006,1,False
5361,101,24000000,42784344,2008,6,False
5362,113,24000000,63543328,2011,10,False
5363,134,24000000,19206513,2014,3,False
5364,98,24000000,3030612,2009,12,False
5365,98,24000000,35626958,2010,4,False
5366,156,24000000,35911689,2011,10,False
5368,90,24000000,19799759,2013,10,False
5369,89,24000000,31410151,2011,9,False
5370,106,24000000,70181428,2014,6,False
5371,139,24000000,64414761,2016,2,False
5372,99,24000000,21675,2016,5,False
5373,122,24000000,17612099,2018,10,False
5374,110,24000000,89988,2018,8,False
5375,125,24500000,17502499,1986,10,False
5376,99,25000000,11100374,1986,9,False
5377,87,25000000,49042224,1986,10,False
5378,94,25000000,79817937,1986,3,False
5379,101,25000000,13907620,1986,12,False
5380,94,25000000,38982260,1986,9,False
5381,117,25000000,14302779,1986,4,False
5382,94,25000000,1579260,1986,5,False
5383,119,25000000,109713132,1986,7,False
5384,127,25000000,4007250,1986,11,False
5385,104,25000000,39246734,1986,4,False
5386,106,25000000,65088797,1987,6,False
5387,116,25000000,30950002,1987,3,False
5388,93,25000000,16057580,1987,2,False
5389,119,25000000,76270454,1987,10,False
5391,98,25000000,15704614,1989,9,False
5392,95,25000000,6939946,1990,12,False
5393,146,25000000,46879633,1990,9,False
5394,113,25000000,26118851,1990,2,False
5395,102,25000000,39404261,1990,3,False
5396,117,25000000,45681173,1990,10,False
5397,138,25000000,2075084,1990,12,False
5399,101,25000000,33691313,1991,10,False
5400,108,25000000,43001500,1991,7,False
5401,97,25000000,36489888,1991,5,False
5402,88,25000000,78656813,1991,3,False
5404,96,25000000,35208854,1992,8,False
5405,88,25000000,10736401,1992,8,False
5406,92,25000000,57405220,1993,10,False
5407,113,25000000,40903593,1993,5,False
5408,271,25000000,10769960,1993,10,False
5409,104,25000000,16589540,1993,8,False
5410,86,25000000,133752825,1993,5,False
5411,114,25000000,8345845,1993,1,False
5413,93,25000000,2438031,1993,12,False
5414,130,25000000,56505065,1993,4,False
5415,99,25000000,15240435,1994,4,False
5416,113,25000000,6841570,1994,10,False
5417,100,25000000,26381221,1994,5,False
5418,105,25000000,30626182,1994,3,False
5419,118,25000000,6562513,1994,5,False
5420,108,25000000,48063435,1994,3,False
5421,142,25000000,28815245,1994,2,False
5422,90,25000000,669276,1993,5,False
5423,128,25000000,13071518,1995,10,False
5424,97,25000000,68792531,1994,5,False
5425,101,25000000,71518503,1995,4,False
