,duration,budget,gross,year,month,roi_outlier_ind
909,98,1300000,1060921,2008,3,False
910,103,1300000,187394,2008,7,False
911,114,1300000,23881,2011,5,False
912,108,1300000,6937,2011,10,False
913,102,1300000,243616,2012,9,False
914,95,1300000,4404,2013,1,False
915,89,1300000,308349,2013,4,False
916,120,1300000,35910,2015,3,False
917,84,1300000,90144,2015,4,False
918,84,1350000,154291,2009,1,False
919,91,1356000,2208,2015,4,False
920,87,1400000,115103,1991,3,False
921,129,1400000,80631,2001,7,False
922,106,1400000,1261792,2004,12,False
923,95,1400000,121959,2003,6,False
924,127,1400000,93814,2004,10,False
925,94,1400000,37493,2004,9,False
926,98,1400000,4143,2004,11,False
927,130,1400000,11780,2005,6,False
928,103,1400000,670892,2008,7,False
929,84,1400000,11122,2012,6,False
930,98,1400000,1552486,2012,8,False
931,125,1400000,3217176,2015,8,False
932,112,1400000,1067507,2015,12,False
933,95,1450000,3231457,2019,6,False
934,90,1490641,1499149,2006,12,False
935,87,1500000,4564,1989,3,False
937,93,1500000,1519796,1989,11,False
938,94,1500000,5728953,1990,8,False
939,96,1500000,418961,1993,8,False
940,91,1500000,7412216,1995,2,False
941,110,1500000,2375097,1998,6,False
942,85,1500000,626057,1997,10,False
943,98,1500000,206755,1999,5,False
944,95,1500000,268117,2000,9,False
945,87,1500000,14600,2001,11,False
946,98,1500000,1309316,2001,2,False
948,100,1500000,1612259,2001,9,False
949,96,1500000,1000,2001,9,False
950,109,1500000,24997,2001,9,False
951,99,1500000,179751,2002,1,False
953,94,1500000,21285,2002,5,False
954,114,1500000,875688,2002,8,False
955,120,1500000,1680020,2003,1,False
956,112,1500000,916051,2005,4,False
957,95,1500000,540403,2008,11,False
959,73,1500000,192186,2004,4,False
961,116,1500000,3187700,2004,10,False
962,114,1500000,895,2003,11,False
963,80,1500000,194568,2006,4,False
964,108,1500000,172569,2005,12,False
965,86,1500000,54357,2004,5,False
966,128,1500000,4904496,2004,2,False
967,93,1500000,208550,2006,4,False
968,90,1500000,139084,2005,1,False
969,105,1500000,3572758,2005,8,False
970,92,1500000,61122,2006,1,False
971,98,1500000,666553,2007,10,False
972,118,1500000,7506,2006,2,False
974,90,1500000,1029926,2006,6,False
975,90,1500000,177627,2009,12,False
976,84,1500000,173066,2007,12,False
977,90,1500000,122307,2006,9,False
978,101,1500000,41010,2006,12,False
979,100,1500000,14366,2008,9,False
980,87,1500000,5747,2008,10,False
981,86,1500000,154772,2006,5,False
982,100,1500000,208576,2007,1,False
983,97,1500000,571133,2007,11,False
984,95,1500000,2170188,2007,11,False
985,84,1500000,45927,2008,2,False
986,87,1500000,28564,2008,3,False
987,90,1500000,1516417,2007,10,False
988,94,1500000,852138,2012,3,False
989,96,1500000,6783,2009,12,False
990,90,1500000,28608,2010,6,False
991,113,1500000,68462,2008,8,False
992,93,1500000,32118,2008,9,False
993,90,1500000,27155,2011,2,False
994,108,1500000,4000,2010,4,False
995,91,1500000,27857,2009,1,False
996,96,1500000,1911254,2008,9,False
997,110,1500000,806553,2008,9,False
998,89,1500000,39710,2009,6,False
999,92,1500000,1571072,2009,2,False
1000,124,1500000,184705,2010,7,False
1001,90,1500000,27052,2009,12,False
1002,92,1500000,265336,2010,7,False
1004,95,1500000,165987,2010,4,False
1005,80,1500000,81600,2011,10,False
1006,116,1500000,3123,2010,11,False
1007,75,1500000,162484,2010,9,False
1008,101,1500000,1544989,2012,4,False
1009,104,1500000,3909596,2013,7,False
1010,91,1500000,1558836,2014,7,False
1011,100,1500000,4381603,2014,11,False
1012,90,1500000,8437,2012,6,False
1013,89,1500000,1938,2012,10,False
1014,92,1500000,22990,2014,3,False
1015,91,1500000,6090,2012,4,False
1016,102,1500000,3778,2014,5,False
1017,91,1500000,50384,2012,3,False
1018,82,1500000,2487699,2011,12,False
1019,106,1500000,19996,2018,6,False
1020,100,1500000,402103,2013,1,False
1021,93,1500000,758497,2015,10,False
1022,98,1500000,113169,2015,3,False
1023,93,1500000,510957,2014,8,False
1024,97,1500000,390233,2013,11,False
1025,90,1500000,407782,2014,10,False
1026,108,1500000,2040000,2014,5,False
1027,102,1500000,850419,2016,9,False
1028,95,1500000,1484357,2015,10,False
1029,103,1500000,4047743,2015,1,False
1030,94,1500000,16503,2017,9,False
1031,90,1500000,3187750,2015,10,False
1032,86,1500000,189787,2015,3,False
1033,91,1500000,23638,2016,6,False
1034,112,1500000,2082980,2016,3,False
1035,100,1500000,674070,2015,10,False
1036,93,1500000,40086,2015,11,False
1037,99,1500000,158481,2016,4,False
1038,105,1500000,163629,2016,10,False
1039,90,1500000,7580125,2016,9,False
1040,108,1500000,290064,2017,3,False
1041,91,1500000,4013033,2017,5,False
1043,106,1500000,5969619,2018,9,False
1044,84,1575000,874746,2009,4,False
1045,73,1600000,55365,2002,12,False
1046,115,1600000,2392932,2004,2,False
1047,73,1600000,261966,2005,5,False
1048,110,1600000,259301,2010,9,False
1049,95,1600000,6892,2008,1,False
1050,105,1600000,2595644,2010,10,False
1051,103,1600000,318121,2013,4,False
1052,98,1600000,57587,2012,3,False
1054,86,1600000,6946808,2014,6,False
1055,88,1600000,10104,2016,7,False
1056,100,1600000,278304,2015,4,False
1057,81,1600000,5138140,2016,10,False
1058,110,1600000,3410,2017,8,False
1059,111,1650000,3264,2003,7,False
1060,90,1650000,660205,2019,12,False
1061,89,1680000,2198943,2009,8,False
1062,97,1700000,9037,1999,8,False
1064,90,1700000,30142,2005,6,False
1065,110,1700000,2119800,2006,11,False
1066,100,1700000,419157,2006,3,False
1067,100,1700000,771065,2007,1,False
1068,88,1700000,454481,2007,4,False
1069,115,1700000,1431983,2007,11,False
1070,77,1700000,1060941,2009,7,False
1071,121,1700000,6457240,2016,11,False
1072,85,1700000,9303022,2018,10,False
1073,112,1700000,884894,2017,12,False
1074,95,1750000,237189,2006,10,False
1075,109,1800000,3171273,2000,7,False
1076,113,1800000,21679,2002,2,False
1077,91,1800000,163348,2002,7,False
1079,91,1800000,535850,2002,10,False
1080,85,1800000,49880,2004,11,False
1081,108,1800000,696253,2003,4,False
1082,98,1800000,178161,2004,6,False
1083,110,1800000,2219534,2005,3,False
1084,90,1800000,252154,2006,9,False
1085,120,1800000,87939,2006,2,False
1086,78,1800000,938881,2007,11,False
1087,103,1800000,2509,2007,8,False
1088,100,1800000,196069,2008,9,False
1089,102,1800000,95742,2009,4,False
1090,88,1800000,34533,2009,11,False
1092,98,1800000,3239065,2010,12,False
1093,110,1800000,788514,2008,11,False
1094,92,1800000,40720,2011,12,False
1095,93,1800000,229437,2010,4,False
1096,97,1800000,261779,2011,3,False
1098,103,1800000,2662,2016,9,False
1099,132,1800000,382579,2015,2,False
1100,87,1800000,9930,2016,8,False
1102,107,1800000,4243953,2016,9,False
1103,95,1800000,53940,2018,5,False
1104,89,1800000,1103585,2018,3,False
1105,112,1850000,423306,2014,8,False
1106,99,1900000,4600000,1986,2,False
1107,88,1900000,532933,1991,8,False
1108,113,1900000,763847,1994,10,False
1109,104,1900000,560943,2000,8,False
1110,114,1900000,8169,2001,12,False
1111,102,1900000,361000,2000,10,False
1112,103,1900000,1599804,2003,8,False
1113,89,1900000,478595,2015,4,False
1114,100,1900000,5786238,2017,8,False
1115,88,1950000,1329998,2008,3,False
1117,98,2000000,7369373,1986,8,False
1119,111,2000000,1301121,1986,9,False
1120,87,2000000,1083395,1987,11,False
1121,90,2000000,85018,1987,4,False
1122,92,2000000,6671108,1988,9,False
1123,103,2000000,725131,1988,6,False
1124,85,2000000,1627955,1990,1,False
1125,85,2000000,5765562,1990,1,False
1127,94,2000000,621392,1993,12,False
1128,91,2000000,115842,1993,12,False
1129,97,2000000,54207,1993,2,False
1130,86,2000000,734693,1994,10,False
1131,85,2000000,2260622,1994,4,False
1132,95,2000000,1125910,1995,9,False
1133,102,2000000,2381087,1995,4,False
1134,83,2000000,1268636,1995,1,False
1135,91,2000000,146125,1998,9,False
1136,96,2000000,801728,1997,4,False
1137,93,2000000,523025,1997,9,False
1138,89,2000000,6745362,1998,11,False
1139,96,2000000,1126506,1997,10,False
1140,90,2000000,100590,1998,7,False
1141,110,2000000,117471,1999,9,False
1142,95,2000000,591165,1998,12,False
1143,112,2000000,2046433,2000,8,False
1144,118,2000000,11540607,1999,2,False
1145,95,2000000,11580,1999,9,False
1146,106,2000000,19823,2000,1,False
1147,99,2000000,114015,2000,1,False
1148,105,2000000,70920,2000,8,False
1149,92,2000000,28454,2002,8,False
1152,120,2000000,111806,2002,1,False
1153,103,2000000,103863,2001,9,False
1154,105,2000000,3530620,2002,5,False
1155,101,2000000,685608,2002,2,False
1156,101,2000000,3438804,2002,9,False
1157,106,2000000,37998,2001,9,False
1158,123,2000000,482926,2001,12,False
1160,128,2000000,6676233,2002,9,False
1161,85,2000000,94615,2003,3,False
1162,100,2000000,10128960,2003,11,False
1163,106,2000000,168406,2003,9,False
1164,99,2000000,39663,2004,6,False
1165,101,2000000,5526675,2006,12,False
1166,95,2000000,20795,2004,3,False
1167,90,2000000,1635056,2004,5,False
1168,95,2000000,29655,2006,3,False
1170,78,2000000,13716,2006,4,False
1171,96,2000000,4676537,2005,1,False
1172,91,2000000,8012838,2005,12,False
1173,90,2000000,124073,2004,8,False
1174,107,2000000,53609,2006,4,False
1175,88,2000000,17986,2005,9,False
1176,104,2000000,5048693,2005,10,False
1177,96,2000000,622806,2006,2,False
1178,93,2000000,2010,2005,4,False
1179,90,2000000,30,2006,2,False
1180,116,2000000,5969708,2005,6,False
1181,84,2000000,115800,2008,6,False
1182,91,2000000,3579902,2005,10,False
1183,165,2000000,1656433,2006,10,False
1184,97,2000000,2993332,2006,7,False
1185,90,2000000,696681,2005,7,False
1186,86,2000000,120847,2007,3,False
1187,80,2000000,53760,2008,4,False
1188,91,2000000,15006,2007,9,False
1189,97,2000000,7196,2006,7,False
1190,100,2000000,8593,2006,9,False
1191,90,2000000,336460,2007,10,False
1192,107,2000000,17282,2009,9,False
1193,119,2000000,223827,2006,10,False
1194,92,2000000,16659,2007,11,False
1195,97,2000000,1944150,2007,7,False
1196,85,2000000,1080022,2007,8,False
1197,119,2000000,421593,2008,8,False
1198,98,2000000,1306875,2007,12,False
1199,86,2000000,16720,2008,1,False
1200,98,2000000,106596,2008,12,False
1201,115,2000000,590955,2006,5,False
1202,76,2000000,463002,2005,5,False
1203,95,2000000,5540941,2007,2,False
1204,97,2000000,869352,2006,3,False
1205,108,2000000,116353,2008,4,False
1206,105,2000000,800248,2007,4,False
1207,120,2000000,54473,2009,6,False
1209,115,2000000,6819,2005,8,False
1210,75,2000000,133250,2007,1,False
1211,105,2000000,436809,2007,6,False
1212,116,2000000,26064,2009,3,False
1213,102,2000000,80851,2007,2,False
1214,91,2000000,899,2008,11,False
1215,92,2000000,78630,2009,8,False
1216,124,2000000,144357,2007,11,False
1217,90,2000000,52429,2008,4,False
1218,88,2000000,99499,2008,1,False
1219,105,2000000,4866495,2007,12,False
1220,102,2000000,35312,2015,2,False
1221,97,2000000,2804,2008,7,False
1222,88,2000000,10024,2010,9,False
1223,91,2000000,7943,2009,10,False
1224,73,2000000,123825,2008,1,False
1225,98,2000000,30955,2009,3,False
1227,80,2000000,10490651,2007,12,False
1228,93,2000000,1889869,2011,10,False
1229,93,2000000,261127,2008,7,False
1230,91,2000000,76739,2009,9,False
1231,108,2000000,1278650,2010,1,False
1232,115,2000000,69314,2009,5,False
1233,93,2000000,56427,2009,5,False
1235,80,2000000,266704,2009,12,False
1236,88,2000000,473138,2009,6,False
1237,117,2000000,450243,2009,9,False
1238,100,2000000,614899,2009,4,False
1239,90,2000000,39624,2012,4,False
1242,94,2000000,319520,2009,1,False
1243,80,2000000,12349297,2009,7,False
1244,96,2000000,2733790,2008,9,False
1245,91,2000000,60048,2013,10,False
1246,104,2000000,1205257,2010,4,False
1247,86,2000000,1483,2010,1,False
1248,98,2000000,3004329,2009,10,False
1249,97,2000000,1988431,2009,12,False
1250,109,2000000,1043262,2011,3,False
1252,112,2000000,399666,2014,1,False
1254,93,2000000,114203,2010,6,False
1255,107,2000000,696511,2011,1,False
1256,119,2000000,1349387,2011,5,False
1257,95,2000000,266512,2011,3,False
1258,86,2000000,337150,2011,6,False
1259,86,2000000,636706,2010,9,False
1260,106,2000000,2436,2012,3,False
1261,92,2000000,1034448,2012,9,False
1262,95,2000000,92654,2012,2,False
1264,89,2000000,33462,2015,8,False
1265,89,2000000,294696,2012,6,False
1266,121,2000000,4689925,2011,1,False
1267,97,2000000,1311277,2011,3,False
1268,102,2000000,183049,2012,8,False
1269,106,2000000,2517,2012,9,False
1270,92,2000000,7413,2012,4,False
1271,93,2000000,3635718,2013,5,False
1272,80,2000000,2940411,2012,4,False
1273,97,2000000,1150681,2012,10,False
1274,105,2000000,25047,2011,3,False
1275,124,2000000,3889,2011,1,False
1276,94,2000000,998291,2012,2,False
1277,90,2000000,22443,2017,7,False
1278,91,2000000,61669,2013,7,False
1280,90,2000000,4273258,2012,1,False
1281,84,2000000,6420,2013,12,False
1282,85,2000000,77567,2015,3,False
1283,103,2000000,225222,2013,5,False
1284,94,2000000,10312540,2014,7,False
1285,102,2000000,379520,2012,12,False
1286,96,2000000,1690000,2012,6,False
1287,95,2000000,615500,2014,4,False
1288,93,2000000,2680,2017,6,False
1290,106,2000000,15537,2012,1,False
1291,85,2000000,5090608,2013,4,False
1292,105,2000000,1693944,2016,11,False
1293,107,2000000,4301648,2015,2,False
1294,105,2000000,11257,2016,9,False
1295,94,2000000,647872,2013,10,False
1296,122,2000000,905985,2014,11,False
1298,98,2000000,9687,2019,7,False
1299,102,2000000,1775133,2015,8,False
1300,95,2000000,11239,2016,9,False
1301,90,2000000,34735,2016,5,False
1302,84,2000000,1295574,2015,8,False
1303,97,2000000,2801508,2015,9,False
1304,92,2000000,117111,2014,4,False
1305,122,2000000,2244643,2014,2,False
1306,78,2000000,11972,2016,12,False
1307,94,2000000,1557257,2018,8,False
1308,89,2000000,4785667,2014,9,False
1309,96,2000000,11122090,2015,9,False
1310,90,2000000,3426917,2014,7,False
1311,90,2000000,2537,2016,6,False
1312,100,2000000,2442803,2014,10,False
1313,80,2000000,150191,2016,9,False
1314,120,2000000,63010,2016,5,False
1315,90,2000000,77740,2015,1,False
1316,108,2000000,5942565,2017,8,False
1317,100,2000000,7457,2018,3,False
1318,86,2000000,2346979,2015,1,False
1319,90,2000000,1525367,2015,4,False
1320,91,2000000,2308355,2016,1,False
1321,85,2000000,2008649,2016,5,False
1322,128,2000000,2029693,2016,8,False
1323,97,2000000,204901,2017,3,False
1324,90,2000000,22253,2016,11,False
1325,111,2000000,688806,2017,10,False
1326,90,2000000,182957,2017,4,False
1327,100,2000000,4085476,2016,3,False
1328,108,2000000,205,2018,8,False
1329,103,2000000,2548,2019,1,False
1330,102,2000000,6481798,2017,2,False
1331,88,2000000,6559,2016,2,False
1332,111,2000000,10971298,2017,3,False
1333,99,2000000,173872,2019,7,False
1334,149,2000000,2827489,2017,2,False
1335,77,2000000,74249,2017,12,False
1337,98,2000000,4144008,2018,1,False
1338,107,2000000,409913,2018,3,False
1340,86,2000000,1182,2018,5,False
1341,133,2000000,18065,2018,4,False
1342,95,2000000,417770,2019,10,False
1343,104,2000000,10248,2018,3,False
1344,135,2000000,530069,2019,11,False
1345,95,2100000,6633548,2006,12,False
1346,100,2100000,1104668,2008,2,False
1347,110,2100000,5235397,2014,1,False
1348,105,2100000,18654,2015,12,False
1349,98,2100000,614444,2013,8,False
1350,102,2100000,5638693,2016,4,False
1351,112,2150000,2920,2010,6,False
1352,96,2200000,99978,1988,1,False
1353,134,2200000,2982011,1998,1,False
1354,96,2200000,22885,2002,5,False
1355,184,2200000,65036,2001,7,False
1356,117,2200000,388390,2007,2,False
1357,105,2200000,1290637,2011,4,False
1358,100,2200000,1444235,2013,9,False
1359,102,2200000,21367,2016,5,False
1360,121,2250000,63908,2007,11,False
1361,102,2300000,792966,1989,2,False
1362,105,2300000,757088,1994,10,False
1363,88,2300000,49620,1996,9,False
1364,95,2300000,3149899,2004,4,False
1365,110,2300000,11436,2008,2,False
1366,93,2300000,1245621,2007,7,False
1367,151,2300000,7761779,2009,1,False
1368,95,2300000,29384,2010,4,False
1369,98,2300000,160867,2010,11,False
1370,97,2300000,4678547,2006,10,False
1371,120,2300000,14410698,2015,3,False
1372,86,2300000,7752894,2014,1,False
1373,90,2300000,19513,2017,10,False
1375,120,2400000,5754249,1996,3,False
1376,102,2400000,47986,2006,10,False
1377,101,2400000,1420418,2006,1,False
1378,92,2400000,6201250,2006,5,False
1379,107,2400000,1925,2008,2,False
1380,95,2400000,2093459,2006,8,False
1381,80,2400000,38696,2009,4,False
1382,101,2400000,89145,2013,7,False
1383,89,2400000,274717,2014,7,False
1384,81,2400000,2883694,2013,12,False
1385,109,2400000,5222322,2020,1,False
1386,100,2425000,668770,2013,10,False
1387,98,2450000,48818,2010,1,False
1388,102,2480421,1406538,2015,1,False
1389,93,2500000,1189315,1988,3,False
1390,101,2500000,4729352,1989,2,False
1391,85,2500000,205068,1990,6,False
1393,104,2500000,6401336,1991,4,False
1394,95,2500000,764724,1993,4,False
1395,110,2500000,5842603,1994,8,False
1396,89,2500000,2079569,1994,8,False
1397,101,2500000,5986708,1995,4,False
1398,127,2500000,910773,1997,8,False
1399,97,2500000,54751,1997,3,False
1400,93,2500000,109535,1999,7,False
1401,98,2500000,1955933,1999,12,False
1402,107,2500000,1302067,1999,8,False
1403,90,2500000,2000,2000,11,False
1404,110,2500000,968318,2001,2,False
1405,105,2500000,217147,2000,9,False
1406,117,2500000,403503,2001,8,False
1407,101,2500000,14369,2002,6,False
1408,96,2500000,750582,2001,6,False
1409,108,2500000,579986,2003,8,False
1410,84,2500000,3025269,2002,10,False
1411,94,2500000,481199,2002,6,False
1412,102,2500000,2637198,2002,1,False
1413,112,2500000,3039587,2003,1,False
1414,104,2500000,157613,2002,1,False
1416,89,2500000,35688,2007,3,False
1417,98,2500000,2509,2003,10,False
1418,82,2500000,696126,2003,3,False
1419,110,2500000,537126,2005,5,False
1420,103,2500000,410602,2005,1,False
1421,92,2500000,2117269,2004,7,False
1422,85,2500000,2623536,2005,1,False
1423,115,2500000,23703,2005,9,False
1424,88,2500000,2795983,2006,10,False
1425,102,2500000,72310,2006,8,False
1426,100,2500000,119290,2006,4,False
1427,100,2500000,6079556,2006,12,False
1428,131,2500000,271340,2007,3,False
1429,108,2500000,85802,2006,11,False
1430,90,2500000,663,2013,5,False
1431,86,2500000,7412,2007,5,False
1432,158,2500000,143027,2006,4,False
1433,90,2500000,107559,2008,12,False
1434,110,2500000,15514,2010,2,False
1435,91,2500000,1501707,2007,2,False
1436,108,2500000,2599705,2006,5,False
1437,113,2500000,1040300,2006,5,False
1438,88,2500000,1141018,2008,11,False
